timestamp,open,high,low,close,volume
2019-11-14 16:00:00,8643.58,8670.0,8630.67,8649.02,3241.954758
2019-11-14 20:00:00,8649.0,8684.98,8644.74,8646.68,2711.080224
2019-11-15 00:00:00,8646.38,8659.41,8517.0,8558.15,8022.080241
2019-11-15 04:00:00,8558.13,8610.97,8531.61,8574.77,4807.021967
2019-11-15 08:00:00,8574.76,8790.0,8569.98,8630.54,11512.064104
2019-11-15 12:00:00,8630.5,8689.0,8400.0,8479.88,13749.071661
2019-11-15 16:00:00,8479.45,8498.53,8430.83,8485.57,4862.386536
2019-11-15 20:00:00,8486.08,8532.74,8451.94,8471.73,3134.793242
2019-11-16 00:00:00,8471.62,8490.0,8400.0,8451.13,3989.43896
2019-11-16 04:00:00,8452.26,8508.53,8449.55,8474.82,2984.870027
2019-11-16 08:00:00,8475.34,8543.0,8452.23,8479.03,5391.725184
2019-11-16 12:00:00,8478.79,8526.24,8455.86,8489.4,4740.877815
2019-11-16 16:00:00,8489.47,8502.95,8466.61,8472.29,1986.811608
2019-11-16 20:00:00,8472.3,8492.49,8453.6,8491.02,1808.576158
2019-11-17 00:00:00,8490.74,8519.53,8472.61,8482.02,2745.428938
2019-11-17 04:00:00,8482.01,8491.51,8407.0,8425.81,2550.161207
2019-11-17 08:00:00,8427.3,8591.83,8350.68,8521.26,9178.622522
2019-11-17 12:00:00,8521.26,8574.37,8511.26,8529.99,4195.954814
2019-11-17 16:00:00,8529.52,8567.55,8525.16,8553.19,3285.56964
2019-11-17 20:00:00,8552.96,8635.0,8455.55,8502.4,5053.299961
2019-11-18 00:00:00,8502.87,8503.52,8415.0,8475.78,3934.101512
2019-11-18 04:00:00,8474.69,8492.0,8423.44,8452.03,3342.050582
2019-11-18 08:00:00,8451.23,8499.0,8425.0,8443.77,4889.967337
2019-11-18 12:00:00,8443.9,8465.48,8370.45,8408.99,7832.486142
2019-11-18 16:00:00,8408.99,8437.22,8060.0,8213.95,18244.207568
2019-11-18 20:00:00,8213.42,8246.0,8169.03,8187.17,4774.877799
2019-11-19 00:00:00,8186.5,8218.63,8132.51,8153.23,4233.673014
2019-11-19 04:00:00,8153.23,8171.19,8092.5,8128.06,7945.045623
2019-11-19 08:00:00,8128.06,8179.72,8003.0,8073.88,11607.850983
2019-11-19 12:00:00,8074.42,8123.34,8010.1,8101.43,10327.835144
